State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
Indiana,Wabash,2017,332,302,29,1,0,0,0,105,50,35,0,0,332,0,0
Indiana,Warrick,2017,245,212,30,3,0,0,0,112,58,42,0,0,245,0,0
Indiana,Whitley,2017,350,291,59,0,0,0,0,85,54,33,0,0,0,350,0
Iowa,Black Hawk,2017,363,239,124,0,0,0,0,82,61,45,0,0,0,363,0
Iowa,Bremer,2017,241,224,17,0,0,0,0,93,49,36,0,0,241,0,0
Iowa,Cerro Gordo,2017,233,231,2,0,0,0,0,65,31,15,0,0,0,0,233
Iowa,Clinton,2017,364,155,209,0,0,0,0,93,68,52,0,0,48,316,0
Iowa,Delaware,2017,54,52,2,0,0,0,0,66,43,22,0,0,0,51,3
Iowa,Harrison,2017,244,207,37,0,0,0,0,87,58,39,0,0,244,0,0
Iowa,Johnson,2017,364,294,70,0,0,0,0,80,56,33,0,0,0,361,3
Iowa,Lee,2017,111,98,13,0,0,0,0,66,52,32,0,0,0,111,0
Iowa,Linn,2017,365,289,76,0,0,0,0,97,58,39,0,0,173,190,2
Iowa,Montgomery,2017,364,288,76,0,0,0,0,84,56,40,0,0,185,178,1
Iowa,Muscatine,2017,365,269,96,0,0,0,0,77,59,38,0,0,0,361,4
Iowa,Palo Alto,2017,365,279,85,1,0,0,0,115,58,40,0,0,116,249,0
Iowa,Polk,2017,365,293,71,1,0,0,0,135,58,40,0,4,215,146,0
Iowa,Pottawattamie,2017,127,108,19,0,0,0,0,71,56,32,0,0,0,123,4
Iowa,Scott,2017,365,176,188,1,0,0,0,103,70,51,0,0,63,208,94
Iowa,Van Buren,2017,365,274,91,0,0,0,0,82,57,41,0,1,148,216,0
Iowa,Warren,2017,105,91,14,0,0,0,0,67,51,39,0,0,105,0,0
Iowa,Woodbury,2017,122,111,11,0,0,0,0,68,50,28,0,0,0,114,8
Kansas,Chase,2017,118,116,2,0,0,0,0,60,41,21,0,0,0,118,0
Kansas,Ford,2017,364,360,2,1,1,0,0,187,30,16,0,0,0,0,364
Kansas,Johnson,2017,364,324,40,0,0,0,0,100,51,38,0,0,284,80,0
Kansas,Leavenworth,2017,361,340,21,0,0,0,0,74,47,34,0,0,361,0,0
Kansas,Neosho,2017,365,325,40,0,0,0,0,77,52,37,0,0,311,44,10
Kansas,Sedgwick,2017,365,275,90,0,0,0,0,100,59,43,0,7,213,56,89
Kansas,Shawnee,2017,361,299,62,0,0,0,0,93,58,39,0,0,233,126,2
Kansas,Sherman,2017,232,228,4,0,0,0,0,60,31,15,0,0,0,0,232
Kansas,Sumner,2017,365,318,47,0,0,0,0,97,52,38,0,1,336,28,0
Kansas,Trego,2017,365,343,22,0,0,0,0,84,47,35,0,0,332,32,1
Kansas,Wyandotte,2017,364,258,105,1,0,0,0,101,61,43,2,6,177,179,0
Kentucky,Bell,2017,263,243,20,0,0,0,0,80,49,39,0,0,234,29,0
Kentucky,Boone,2017,223,208,15,0,0,0,0,97,47,38,0,0,223,0,0
Kentucky,Boyd,2017,365,297,68,0,0,0,0,87,55,40,0,2,152,211,0
Kentucky,Bullitt,2017,233,208,25,0,0,0,0,97,51,39,0,0,233,0,0
Kentucky,Campbell,2017,362,253,107,2,0,0,0,115,61,42,0,1,117,244,0
Kentucky,Carter,2017,285,270,15,0,0,0,0,77,48,36,0,0,229,55,1
Kentucky,Christian,2017,280,250,30,0,0,0,0,71,51,40,0,0,214,66,0
Kentucky,Daviess,2017,364,247,117,0,0,0,0,93,60,43,0,11,111,242,0
Kentucky,Edmonson,2017,365,296,69,0,0,0,0,87,55,41,0,0,210,155,0
Kentucky,Fayette,2017,364,314,50,0,0,0,0,97,53,39,0,11,185,167,1
Kentucky,Greenup,2017,220,214,6,0,0,0,0,71,46,36,0,0,220,0,0
Kentucky,Hancock,2017,245,217,28,0,0,0,0,90,51,40,0,0,245,0,0
Kentucky,Hardin,2017,365,259,106,0,0,0,0,87,58,42,0,0,116,249,0
Kentucky,Henderson,2017,365,256,108,1,0,0,0,103,61,44,0,0,109,256,0
Kentucky,Jefferson,2017,365,236,125,4,0,0,0,112,64,46,0,22,147,196,0
Kentucky,Jessamine,2017,245,226,19,0,0,0,0,100,50,40,0,0,245,0,0
Kentucky,Livingston,2017,259,234,25,0,0,0,0,93,50,40,0,0,239,0,20
Kentucky,Madison,2017,113,103,10,0,0,0,0,69,49,29,0,0,0,113,0
Kentucky,McCracken,2017,364,267,96,1,0,0,0,111,61,43,0,11,144,209,0
Kentucky,Morgan,2017,355,334,21,0,0,0,0,93,48,37,0,0,355,0,0
Kentucky,Oldham,2017,237,208,28,1,0,0,0,119,54,40,0,0,237,0,0
Kentucky,Perry,2017,352,287,65,0,0,0,0,84,54,40,0,0,150,202,0
Kentucky,Pike,2017,364,302,62,0,0,0,0,77,54,39,0,0,113,251,0
Kentucky,Pulaski,2017,282,261,21,0,0,0,0,77,48,39,0,0,225,57,0
Kentucky,Simpson,2017,237,220,17,0,0,0,0,87,49,40,0,0,237,0,0
Kentucky,Trigg,2017,327,309,18,0,0,0,0,87,48,37,0,0,327,0,0
Kentucky,Warren,2017,363,287,76,0,0,0,0,87,56,39,0,0,130,233,0
Kentucky,Washington,2017,362,332,29,1,0,0,0,112,49,38,0,0,362,0,0
Louisiana,Ascension,2017,363,334,27,2,0,0,0,119,48,34,0,12,351,0,0
Louisiana,Bossier,2017,364,301,63,0,0,0,0,100,58,38,0,0,261,101,2
Louisiana,Caddo,2017,351,295,56,0,0,0,0,100,54,37,0,0,278,73,0
Louisiana,Calcasieu,2017,365,244,118,3,0,0,0,115,61,45,0,2,110,253,0
Louisiana,East Baton Rouge,2017,365,254,105,6,0,0,0,126,62,43,0,5,137,222,1
Louisiana,Iberville,2017,365,304,60,1,0,0,0,112,58,39,0,0,325,40,0
Louisiana,Jefferson,2017,365,307,56,2,0,0,0,126,55,38,0,12,208,145,0
Louisiana,Lafayette,2017,365,269,95,1,0,0,0,105,64,41,0,0,224,140,1
Louisiana,Lafourche,2017,365,326,39,0,0,0,0,86,51,36,0,0,289,76,0
Louisiana,Livingston,2017,365,289,73,3,0,0,0,112,57,40,0,1,163,201,0
Louisiana,Orleans,2017,365,309,56,0,0,0,0,98,53,38,0,61,0,303,1
Louisiana,Ouachita,2017,361,340,21,0,0,0,0,81,47,34,0,0,310,51,0
Louisiana,Pointe Coupee,2017,363,343,18,2,0,0,0,105,44,32,0,0,363,0,0
Louisiana,Rapides,2017,107,97,10,0,0,0,0,65,49,31,0,0,0,107,0
Louisiana,St. Bernard,2017,365,308,57,0,0,0,0,99,54,38,0,0,253,110,2
Louisiana,St. James,2017,365,349,16,0,0,0,0,80,46,31,0,0,365,0,0
Louisiana,St. John the Baptist,2017,362,337,25,0,0,0,0,100,47,33,0,0,362,0,0
Louisiana,St. Martin,2017,347,318,28,1,0,0,0,101,50,36,0,0,347,0,0
Louisiana,St. Tammany,2017,364,313,50,1,0,0,0,129,54,38,0,0,268,96,0
Louisiana,Tangipahoa,2017,116,102,14,0,0,0,0,92,52,31,0,0,0,116,0
Louisiana,Terrebonne,2017,120,109,11,0,0,0,0,86,49,28,0,0,0,120,0
Louisiana,West Baton Rouge,2017,365,293,69,3,0,0,0,140,57,40,0,11,152,202,0
Maine,Androscoggin,2017,359,296,63,0,0,0,0,100,55,38,0,0,133,226,0
Maine,Aroostook,2017,365,312,52,1,0,0,0,120,53,35,0,0,199,164,2
Maine,Cumberland,2017,365,322,41,2,0,0,0,150,53,37,0,19,245,98,3
Maine,Franklin,2017,242,227,15,0,0,0,0,72,44,20,0,0,0,242,0
Maine,Hancock,2017,365,331,28,5,1,0,0,182,50,37,1,0,350,14,0
Maine,Kennebec,2017,360,348,12,0,0,0,0,100,44,31,0,100,237,22,1
Maine,Knox,2017,215,205,7,3,0,0,0,143,45,35,0,0,215,0,0
Maine,Oxford,2017,351,299,52,0,0,0,0,86,54,36,0,0,186,165,0
Maine,Penobscot,2017,348,331,17,0,0,0,0,80,44,31,0,0,184,160,4
Maine,Washington,2017,362,351,9,2,0,0,0,147,44,35,0,0,361,1,0
Maine,York,2017,224,204,19,0,1,0,0,159,50,37,0,0,224,0,0
Maryland,Anne Arundel,2017,265,216,43,6,0,0,0,129,64,41,0,0,245,0,20
Maryland,Baltimore,2017,365,290,63,11,1,0,0,166,67,40,0,49,255,61,0
Maryland,Baltimore (City),2017,365,281,81,3,0,0,0,112,58,41,0,39,175,151,0
Maryland,Calvert,2017,240,199,40,1,0,0,0,108,61,43,0,0,240,0,0
Maryland,Carroll,2017,245,201,43,1,0,0,0,108,64,41,0,0,245,0,0
Maryland,Cecil,2017,360,274,78,7,1,0,0,161,64,42,0,0,189,171,0
Maryland,Charles,2017,241,189,52,0,0,0,0,100,64,44,0,0,241,0,0
Maryland,Dorchester,2017,365,293,72,0,0,0,0,90,58,42,0,0,248,117,0
Maryland,Frederick,2017,243,190,51,2,0,0,0,105,64,42,0,0,243,0,0
Maryland,Garrett,2017,364,318,46,0,0,0,0,87,53,40,1,0,314,49,0
Maryland,Harford,2017,358,272,77,7,2,0,0,156,64,43,0,0,201,157,0
Maryland,Howard,2017,365,312,53,0,0,0,0,73,53,34,1,110,0,254,0
Maryland,Kent,2017,358,279,76,3,0,0,0,147,60,42,0,0,163,195,0
Maryland,Montgomery,2017,359,305,52,2,0,0,0,105,56,38,0,0,219,140,0
Maryland,Prince George's,2017,365,277,82,6,0,0,0,133,64,41,0,2,272,91,0
Maryland,Washington,2017,357,275,81,1,0,0,0,101,58,41,0,0,191,166,0
Massachusetts,Barnstable,2017,358,332,21,5,0,0,0,150,48,37,0,0,350,8,0
Massachusetts,Berkshire,2017,346,298,48,0,0,0,0,86,53,35,0,0,0,346,0
Massachusetts,Bristol,2017,365,299,60,5,1,0,0,151,58,39,0,0,261,104,0
Massachusetts,Dukes,2017,359,341,14,2,2,0,0,177,46,37,0,0,353,6,0
Massachusetts,Essex,2017,365,321,41,3,0,0,0,136,52,38,0,1,295,69,0
Massachusetts,Franklin,2017,365,332,33,0,0,0,0,90,48,35,0,0,279,86,0
Massachusetts,Hampden,2017,365,306,55,4,0,0,0,112,56,38,0,8,263,94,0
Massachusetts,Hampshire,2017,365,333,29,3,0,0,0,122,50,36,0,1,325,39,0
Massachusetts,Middlesex,2017,356,341,14,1,0,0,0,105,44,33,0,0,356,0,0
Massachusetts,Norfolk,2017,364,337,23,4,0,0,0,147,48,36,0,38,326,0,0
Massachusetts,Plymouth,2017,365,326,35,4,0,0,0,147,52,36,0,0,265,100,0
Massachusetts,Suffolk,2017,365,191,171,3,0,0,0,119,66,49,0,9,61,295,0
Massachusetts,Worcester,2017,365,325,37,3,0,0,0,143,52,38,0,21,280,64,0
Michigan,Allegan,2017,281,220,57,4,0,0,0,115,67,40,0,0,234,47,0
Michigan,Bay,2017,362,338,24,0,0,0,0,80,45,27,0,0,0,362,0
Michigan,Benzie,2017,244,216,26,2,0,0,0,112,54,39,0,0,244,0,0
Michigan,Berrien,2017,283,226,54,3,0,0,0,112,64,39,0,0,231,52,0
Michigan,Cass,2017,245,198,41,6,0,0,0,126,64,41,0,0,245,0,0
Michigan,Chippewa,2017,307,287,20,0,0,0,0,87,46,33,0,0,150,157,0
Michigan,Clinton,2017,238,211,27,0,0,0,0,93,54,38,0,0,238,0,0
Michigan,Genesee,2017,365,306,59,0,0,0,0,93,60,38,0,0,210,155,0
Michigan,Huron,2017,241,224,17,0,0,0,0,97,49,37,0,0,241,0,0
Michigan,Ingham,2017,364,309,55,0,0,0,0,97,55,37,0,5,243,116,0
Michigan,Kalamazoo,2017,365,288,76,1,0,0,0,101,56,40,0,0,185,180,0
Michigan,Kent,2017,365,288,77,0,0,0,0,100,64,39,0,0,233,132,0
Michigan,Keweenaw,2017,121,120,1,0,0,0,0,60,27,10,0,0,0,121,0
Michigan,Lenawee,2017,364,302,61,1,0,0,0,101,58,40,0,0,207,157,0
Michigan,Macomb,2017,284,228,53,3,0,0,0,112,64,39,0,0,233,51,0
Michigan,Manistee,2017,280,248,31,1,0,0,0,108,51,37,0,0,234,46,0
Michigan,Mason,2017,245,217,27,1,0,0,0,108,51,38,0,0,245,0,0
Michigan,Missaukee,2017,364,338,25,1,0,0,0,101,48,36,0,0,313,51,0
Michigan,Monroe,2017,116,100,16,0,0,0,0,86,53,28,0,0,0,115,1
Michigan,Muskegon,2017,245,202,38,5,0,0,0,140,67,39,0,0,245,0,0
Michigan,Oakland,2017,276,222,52,2,0,0,0,147,64,40,0,0,225,51,0
Michigan,Ottawa,2017,245,205,40,0,0,0,0,97,61,40,0,0,245,0,0
Michigan,Schoolcraft,2017,358,347,10,1,0,0,0,101,45,30,0,0,206,152,0
Michigan,St. Clair,2017,358,291,65,2,0,0,0,112,61,39,0,0,185,173,0
Michigan,Tuscola,2017,346,326,20,0,0,0,0,87,47,33,0,0,346,0,0
Michigan,Washtenaw,2017,365,284,78,3,0,0,0,119,61,40,0,0,240,125,0
Michigan,Wayne,2017,365,176,178,11,0,0,0,147,80,52,0,9,127,202,27
Michigan,Wexford,2017,323,305,18,0,0,0,0,80,46,35,0,0,323,0,0
Minnesota,Anoka,2017,365,291,74,0,0,0,0,90,57,38,0,6,207,151,1
Minnesota,Becker,2017,364,341,23,0,0,0,0,87,47,32,0,0,202,162,0
Minnesota,Beltrami,2017,353,331,22,0,0,0,0,74,41,20,0,0,0,353,0
Minnesota,Carlton,2017,365,346,19,0,0,0,0,84,46,28,0,0,193,172,0
Minnesota,Cook,2017,351,344,7,0,0,0,0,58,30,18,0,0,0,351,0
Minnesota,Crow Wing,2017,364,338,26,0,0,0,0,90,48,32,0,0,201,163,0
Minnesota,Dakota,2017,365,328,37,0,0,0,0,83,51,30,0,97,0,268,0
Minnesota,Goodhue,2017,244,230,14,0,0,0,0,80,48,34,0,0,244,0,0
Minnesota,Hennepin,2017,365,209,155,1,0,0,0,115,66,46,0,20,55,127,163
Minnesota,Lake,2017,365,338,27,0,0,0,0,85,47,27,0,0,177,112,76
Minnesota,Lyon,2017,360,329,31,0,0,0,0,96,49,32,0,0,215,145,0
Minnesota,Mille Lacs,2017,240,231,9,0,0,0,0,93,46,33,0,0,240,0,0
Minnesota,Olmsted,2017,365,312,53,0,0,0,0,87,54,37,0,0,206,159,0
Minnesota,Ramsey,2017,365,311,54,0,0,0,0,88,54,31,1,0,0,327,37
Minnesota,Saint Louis,2017,365,334,31,0,0,0,0,85,48,35,0,0,279,73,13
Minnesota,Scott,2017,363,332,31,0,0,0,0,87,49,33,0,0,332,31,0
Minnesota,Stearns,2017,365,329,36,0,0,0,0,87,50,33,0,0,200,165,0
Minnesota,Washington,2017,365,265,100,0,0,0,0,97,60,40,0,0,160,169,36
Minnesota,Winona,2017,119,113,6,0,0,0,0,60,41,17,0,0,0,119,0
Minnesota,Wright,2017,365,319,46,0,0,0,0,100,53,35,0,0,199,166,0
Mississippi,Bolivar,2017,235,221,14,0,0,0,0,77,46,36,0,0,235,0,0
Mississippi,DeSoto,2017,365,298,67,0,0,0,0,100,54,39,0,0,134,231,0
Mississippi,Forrest,2017,350,298,52,0,0,0,0,74,54,34,0,0,0,350,0
Mississippi,Grenada,2017,103,95,8,0,0,0,0,59,45,30,0,0,0,103,0
Mississippi,Hancock,2017,278,245,33,0,0,0,0,77,52,38,0,0,214,64,0
Mississippi,Harrison,2017,361,309,51,1,0,0,0,105,56,38,0,0,142,219,0
Mississippi,Hinds,2017,365,256,109,0,0,0,0,90,59,43,0,8,114,243,0
Mississippi,Jackson,2017,355,311,43,1,0,0,0,101,52,33,0,81,208,66,0
Mississippi,Lauderdale,2017,245,240,5,0,0,0,0,61,45,34,0,0,245,0,0
Mississippi,Lee,2017,225,217,8,0,0,0,0,61,48,37,0,0,225,0,0
Mississippi,Yalobusha,2017,353,351,2,0,0,0,0,54,41,32,0,0,353,0,0
Missouri,Andrew,2017,243,203,39,1,0,0,0,101,58,42,0,0,243,0,0
Missouri,Boone,2017,245,219,26,0,0,0,0,77,51,41,0,0,245,0,0
Missouri,Buchanan,2017,365,275,89,1,0,0,0,109,56,37,0,0,0,253,112
Missouri,Callaway,2017,243,225,18,0,0,0,0,67,49,40,0,0,243,0,0
Missouri,Cass,2017,359,306,51,2,0,0,0,115,56,40,0,0,210,149,0
Missouri,Cedar,2017,363,315,48,0,0,0,0,84,53,38,0,0,195,168,0
Missouri,Clay,2017,364,282,78,4,0,0,0,129,67,40,0,0,218,146,0
Missouri,Clinton,2017,245,198,47,0,0,0,0,93,64,42,0,0,245,0,0
Missouri,Greene,2017,365,308,57,0,0,0,0,80,54,40,0,0,200,149,16
Missouri,Jackson,2017,365,260,105,0,0,0,0,98,61,41,0,58,0,255,52
Missouri,Jasper,2017,365,325,40,0,0,0,0,74,51,36,0,0,230,0,135
Missouri,Jefferson,2017,365,285,79,1,0,0,0,102,59,35,0,0,152,191,22
Missouri,Lincoln,2017,244,210,33,1,0,0,0,105,61,42,0,0,244,0,0
Missouri,Monroe,2017,365,344,21,0,0,0,0,87,48,37,0,1,363,0,1
Missouri,Perry,2017,245,202,43,0,0,0,0,100,61,44,0,0,245,0,0
Missouri,Saint Charles,2017,245,185,56,3,1,0,0,159,71,44,0,0,245,0,0
Missouri,Saint Louis,2017,365,248,116,1,0,0,0,147,64,45,0,19,188,158,0
Missouri,Sainte Genevieve,2017,245,204,39,2,0,0,0,101,58,44,0,0,245,0,0
Missouri,St. Louis City,2017,365,226,137,2,0,0,0,115,64,45,0,29,166,144,26
Missouri,Stoddard,2017,122,116,6,0,0,0,0,61,44,24,0,0,0,122,0
Missouri,Taney,2017,285,267,18,0,0,0,0,74,48,38,0,0,237,48,0
Montana,Cascade,2017,345,295,49,1,0,0,0,105,55,29,0,0,0,345,0
Montana,Fergus,2017,365,311,47,5,2,0,0,154,57,42,0,0,311,54,0
Montana,Flathead,2017,365,280,74,5,3,3,0,250,67,39,0,0,190,139,36
Montana,Gallatin,2017,365,288,74,2,1,0,0,152,66,23,2,18,0,345,0
Montana,Lake,2017,110,100,8,1,1,0,0,183,48,7,0,0,0,110,0
Montana,Lewis and Clark,2017,365,237,99,17,12,0,0,170,92,45,0,0,221,144,0
Montana,Lincoln,2017,363,217,133,6,6,1,0,216,79,43,0,0,0,362,1
Montana,Missoula,2017,365,111,181,24,14,17,18,593,176,61,0,0,52,313,0
Montana,Phillips,2017,360,329,28,3,0,0,0,113,48,32,0,1,295,64,0
Montana,Powder River,2017,358,270,79,4,5,0,0,170,75,41,0,0,240,96,22
Montana,Powell,2017,105,92,12,1,0,0,0,143,55,7,0,0,0,105,0
Montana,Ravalli,2017,360,239,81,25,15,0,0,186,107,31,0,0,0,360,0
Montana,Richland,2017,358,310,46,1,1,0,0,153,56,37,0,0,304,51,3
Montana,Roosevelt,2017,90,85,5,0,0,0,0,73,30,11,0,0,0,90,0
Montana,Rosebud,2017,365,293,61,5,6,0,0,184,63,39,0,4,272,71,18
Montana,Sanders,2017,358,291,54,6,2,4,1,350,71,27,0,0,0,195,163
Montana,Sheridan,2017,114,110,4,0,0,0,0,71,28,13,0,0,0,114,0
Montana,Silver Bow,2017,354,230,100,20,4,0,0,180,92,35,0,0,0,329,25
Montana,Yellowstone,2017,356,304,47,5,0,0,0,141,58,25,0,0,0,356,0
Nebraska,Cass,2017,365,335,30,0,0,0,0,83,49,22,0,0,0,0,365
Nebraska,Douglas,2017,365,260,105,0,0,0,0,90,61,44,0,0,164,182,19
Nebraska,Hall,2017,111,107,4,0,0,0,0,60,41,23,0,0,0,111,0
Nebraska,Knox,2017,338,304,34,0,0,0,0,100,51,36,0,0,338,0,0
Nebraska,Lancaster,2017,270,248,22,0,0,0,0,97,49,36,0,0,201,69,0
Nebraska,Sarpy,2017,341,262,79,0,0,0,0,96,57,38,0,0,0,341,0
Nebraska,Scotts Bluff,2017,113,95,17,1,0,0,0,142,54,23,0,0,0,113,0
Nebraska,Thomas,2017,116,114,2,0,0,0,0,72,32,12,0,0,0,116,0
Nebraska,Washington,2017,121,113,8,0,0,0,0,64,45,26,0,0,0,121,0
Nevada,Carson City,2017,365,278,85,1,1,0,0,162,59,44,0,0,309,56,0
Nevada,Churchill,2017,350,283,64,3,0,0,0,129,61,43,0,0,350,0,0
Nevada,Clark,2017,365,136,200,28,1,0,0,154,97,58,0,46,229,79,11
Nevada,Douglas,2017,338,296,38,3,1,0,0,193,54,20,0,0,0,338,0
Nevada,Elko,2017,361,332,28,0,1,0,0,164,48,24,0,0,130,15,216
Nevada,Lyon,2017,363,307,53,3,0,0,0,112,58,42,0,0,363,0,0
Nevada,Nye,2017,365,346,15,3,1,0,0,167,37,19,0,0,0,0,365
Nevada,Washoe,2017,365,202,159,4,0,0,0,126,76,49,0,8,273,73,11
Nevada,White Pine,2017,356,290,66,0,0,0,0,90,58,44,0,0,354,2,0
New Hampshire,Belknap,2017,308,289,19,0,0,0,0,84,48,32,0,0,203,105,0
New Hampshire,Cheshire,2017,364,323,41,0,0,0,0,93,52,35,0,0,287,77,0
New Hampshire,Coos,2017,356,293,60,2,1,0,0,174,61,43,0,0,349,7,0
New Hampshire,Grafton,2017,365,339,26,0,0,0,0,80,48,35,0,0,254,111,0
New Hampshire,Hillsborough,2017,365,342,22,1,0,0,0,101,47,37,1,0,354,10,0
New Hampshire,Merrimack,2017,364,352,12,0,0,0,0,90,45,32,0,0,364,0,0
New Hampshire,Rockingham,2017,365,333,30,2,0,0,0,112,50,38,0,0,323,42,0
New Jersey,Atlantic,2017,365,307,58,0,0,0,0,90,54,38,0,0,282,83,0
New Jersey,Bergen,2017,365,259,99,7,0,0,0,140,62,42,0,95,139,131,0
New Jersey,Camden,2017,365,231,120,14,0,0,0,143,69,45,0,19,171,175,0
New Jersey,Cumberland,2017,364,316,48,0,0,0,0,84,54,36,0,20,236,108,0
New Jersey,Essex,2017,365,287,77,1,0,0,0,101,58,39,0,84,131,150,0
New Jersey,Gloucester,2017,298,255,37,6,0,0,0,126,60,37,0,0,248,50,0
New Jersey,Hudson,2017,365,255,107,3,0,0,0,115,63,41,0,83,104,178,0
New Jersey,Hunterdon,2017,364,293,67,4,0,0,0,122,59,39,0,0,217,147,0
New Jersey,Mercer,2017,365,279,82,4,0,0,0,133,61,40,0,0,219,146,0
New Jersey,Middlesex,2017,365,288,71,6,0,0,0,133,59,38,0,8,213,144,0
New Jersey,Monmouth,2017,258,245,12,1,0,0,0,101,47,31,0,0,258,0,0
New Jersey,Morris,2017,363,326,34,3,0,0,0,115,51,35,0,12,333,18,0
New Jersey,Ocean,2017,359,311,44,4,0,0,0,133,55,37,0,0,234,125,0
New Jersey,Passaic,2017,299,261,37,1,0,0,0,112,53,38,0,0,247,52,0
New Jersey,Union,2017,365,237,127,1,0,0,0,101,63,43,0,71,0,294,0
New Jersey,Warren,2017,364,305,58,1,0,0,0,101,55,36,0,28,180,156,0
New Mexico,Bernalillo,2017,365,170,191,4,0,0,0,119,78,51,0,2,254,31,78
New Mexico,Catron,2017,114,110,2,2,0,0,0,129,24,9,0,0,0,114,0
New Mexico,Chaves,2017,119,115,3,1,0,0,0,112,33,18,0,0,0,119,0
New Mexico,Dona Ana,2017,365,131,200,27,4,0,3,617,100,57,0,1,257,30,77
New Mexico,Eddy,2017,365,245,110,10,0,0,0,140,80,45,0,3,362,0,0
New Mexico,Lea,2017,365,243,118,4,0,0,0,133,68,45,0,1,281,83,0
New Mexico,Lincoln,2017,111,110,1,0,0,0,0,51,23,11,0,0,0,111,0
New Mexico,Los Alamos,2017,116,116,0,0,0,0,0,45,20,9,0,0,0,116,0
New Mexico,Luna,2017,360,340,15,5,0,0,0,136,36,19,0,0,0,0,360
New Mexico,Rio Arriba,2017,360,269,88,3,0,0,0,105,67,45,0,0,358,2,0
New Mexico,San Juan,2017,365,230,129,6,0,0,0,133,80,47,0,5,359,0,1
New Mexico,Sandoval,2017,364,269,94,1,0,0,0,105,71,44,0,0,364,0,0
New Mexico,Santa Fe,2017,365,285,80,0,0,0,0,100,61,44,0,0,354,11,0
New Mexico,Socorro,2017,117,116,1,0,0,0,0,57,20,10,0,0,0,117,0
New Mexico,Taos,2017,352,344,8,0,0,0,0,58,28,12,0,0,0,352,0
New Mexico,Valencia,2017,361,262,98,1,0,0,0,101,67,44,0,0,361,0,0
New York,Albany,2017,365,310,55,0,0,0,0,84,53,37,0,0,241,124,0
New York,Bronx,2017,365,291,72,2,0,0,0,136,59,39,0,101,166,98,0
New York,Chautauqua,2017,346,311,33,2,0,0,0,129,51,37,0,0,319,27,0
New York,Dutchess,2017,355,338,16,1,0,0,0,101,45,32,0,0,355,0,0
New York,Erie,2017,365,282,82,1,0,0,0,119,61,39,0,19,185,160,1
New York,Essex,2017,365,312,53,0,0,0,0,90,61,39,0,0,360,5,0
New York,Franklin,2017,345,337,8,0,0,0,0,93,42,26,0,146,199,0,0
New York,Hamilton,2017,358,341,17,0,0,0,0,87,45,34,0,0,358,0,0
New York,Herkimer,2017,312,308,4,0,0,0,0,77,42,31,0,0,312,0,0
New York,Jefferson,2017,326,309,15,2,0,0,0,101,46,34,0,0,326,0,0
New York,Kings,2017,344,310,34,0,0,0,0,72,50,28,0,0,0,344,0
New York,Monroe,2017,365,312,50,3,0,0,0,112,53,37,0,3,222,140,0
New York,Nassau,2017,347,324,23,0,0,0,0,64,46,24,0,0,0,347,0
New York,New York,2017,365,261,102,2,0,0,0,122,61,41,0,0,135,230,0
New York,Niagara,2017,249,229,19,1,0,0,0,105,48,35,0,0,249,0,0
New York,Oneida,2017,359,343,16,0,0,0,0,62,40,20,0,0,0,359,0
New York,Onondaga,2017,365,340,25,0,0,0,0,93,48,35,0,0,305,60,0
New York,Orange,2017,365,333,32,0,0,0,0,82,48,34,0,0,257,108,0
New York,Oswego,2017,360,346,14,0,0,0,0,87,44,34,0,0,360,0,0
New York,Putnam,2017,356,335,18,3,0,0,0,112,47,34,0,0,356,0,0
New York,Queens,2017,365,288,71,5,1,0,0,151,61,39,0,89,158,118,0
New York,Richmond,2017,365,297,61,7,0,0,0,136,58,38,0,0,220,145,0
New York,Rockland,2017,365,340,24,1,0,0,0,105,48,35,0,0,310,55,0
New York,Saratoga,2017,354,341,13,0,0,0,0,90,45,34,0,0,354,0,0
New York,Steuben,2017,365,351,14,0,0,0,0,91,45,34,3,0,309,53,0
New York,Suffolk,2017,365,312,44,7,2,0,0,159,58,39,0,0,281,84,0
New York,Tompkins,2017,353,339,14,0,0,0,0,71,45,35,0,0,353,0,0
New York,Wayne,2017,306,287,18,1,0,0,0,101,47,36,0,0,306,0,0
New York,Westchester,2017,363,327,31,5,0,0,0,112,50,37,0,0,288,75,0
North Carolina,Alexander,2017,293,272,21,0,0,0,0,93,49,38,0,0,234,0,59
North Carolina,Avery,2017,360,332,28,0,0,0,0,93,49,40,0,0,355,5,0
North Carolina,Buncombe,2017,365,325,40,0,0,0,0,84,51,39,0,0,184,181,0
North Carolina,Caldwell,2017,239,209,30,0,0,0,0,90,58,42,0,0,239,0,0
North Carolina,Carteret,2017,341,330,11,0,0,0,0,64,46,35,0,0,341,0,0
North Carolina,Caswell,2017,291,275,16,0,0,0,0,71,48,37,0,0,234,0,57
North Carolina,Catawba,2017,348,282,66,0,0,0,0,86,56,33,0,0,0,348,0
North Carolina,Cumberland,2017,365,268,97,0,0,0,0,100,58,43,0,0,162,202,1
North Carolina,Davidson,2017,359,294,65,0,0,0,0,73,55,35,0,0,0,359,0
North Carolina,Durham,2017,365,269,96,0,0,0,0,100,58,43,0,0,168,197,0
North Carolina,Edgecombe,2017,362,319,43,0,0,0,0,80,51,37,0,0,199,163,0
